project_id,material_id,date,quantity
02d,003,2022-12-31,175.22
02d,003,2023-01-31,88.39
02d,003,2023-02-28,33.02
02d,003,2023-03-31,180.61
02d,003,2023-04-30,160.57
02d,003,2023-05-31,141.54
02d,003,2023-06-30,48.63
02d,003,2023-07-31,92.21
02d,003,2023-08-31,88.14
02d,003,2023-09-30,83.2
02d,003,2023-10-31,348.31
02d,003,2023-11-30,197.8
02d,003,2023-12-31,212.72
02d,003,2024-01-31,93.33
02d,003,2024-02-29,205.37
02d,003,2024-03-31,155.51
02d,003,2024-04-30,73.49
02d,003,2024-05-31,205.73
02d,003,2024-06-30,36.96
02d,003,2024-07-31,66.86
02d,003,2024-08-31,81.97
02d,003,2024-09-30,79.07
02d,003,2024-10-31,147.14
02d,003,2024-11-30,342.29
02d,003,2024-12-31,84.75
02d,004,2022-01-31,4.98
02d,004,2022-02-28,29.33
02d,004,2022-03-31,17.53
02d,004,2022-04-30,10.08
02d,004,2022-05-31,46.88
02d,004,2022-06-30,14.43
02d,004,2022-07-31,9.79
02d,004,2022-08-31,10.38
02d,004,2022-09-30,14.9
02d,004,2022-10-31,20.85
02d,004,2022-11-30,40.69
02d,004,2022-12-31,28.09
02d,004,2023-01-31,7.3
02d,004,2023-02-28,36.36
02d,004,2023-03-31,12.15
02d,004,2023-04-30,55.37
02d,004,2023-05-31,36.51
02d,004,2023-06-30,14.96
02d,004,2023-07-31,13.02
02d,004,2023-08-31,5.05
02d,004,2023-09-30,15.35
02d,004,2023-10-31,86.98
02d,004,2023-11-30,32.81
02d,004,2023-12-31,11.02
02d,004,2024-01-31,38.55
02d,004,2024-02-29,34.56
02d,004,2024-03-31,50.12
02d,004,2024-04-30,40.72
02d,004,2024-05-31,28.66
02d,004,2024-06-30,16.01
02d,004,2024-07-31,15.93
02d,004,2024-08-31,14.55
02d,004,2024-09-30,6.25
02d,004,2024-10-31,21.65
02d,004,2024-11-30,51.22
02d,004,2024-12-31,40.89
02d,005,2022-01-31,163.05
02d,005,2022-02-28,115.62
02d,005,2022-03-31,117.37
02d,005,2022-04-30,58.62
02d,005,2022-05-31,55.97
02d,005,2022-06-30,82.68
02d,005,2022-07-31,77.3
02d,005,2022-08-31,92.08
02d,005,2022-09-30,140.61
02d,005,2022-10-31,335.42
02d,005,2022-11-30,86.55
02d,005,2022-12-31,80.05
02d,005,2023-01-31,130.07
02d,005,2023-02-28,53.34
02d,005,2023-03-31,78.37
02d,005,2023-04-30,258.03
02d,005,2023-05-31,75.16
02d,005,2023-06-30,105.33
02d,005,2023-07-31,49.93
02d,005,2023-08-31,28.98
02d,005,2023-09-30,74.22
02d,005,2023-10-31,271.8
02d,005,2023-11-30,251.89
02d,005,2023-12-31,145.54
02d,005,2024-01-31,159.39
02d,005,2024-02-29,123.35
02d,005,2024-03-31,164.19
02d,005,2024-04-30,98.2
02d,005,2024-05-31,172.94
02d,005,2024-06-30,55.42
02d,005,2024-07-31,74.43
02d,005,2024-08-31,32.36
02d,005,2024-09-30,10.77
02d,005,2024-10-31,271.17
02d,005,2024-11-30,160.58
02d,005,2024-12-31,106.76
02d,006,2022-01-31,15.5
02d,006,2022-02-28,33.39
02d,006,2022-03-31,24.08
02d,006,2022-04-30,34.23
02d,006,2022-05-31,30.83
02d,006,2022-06-30,58.53
02d,006,2022-07-31,10.84
02d,006,2022-08-31,25.9
02d,006,2022-09-30,15.25
02d,006,2022-10-31,28.37
02d,006,2022-11-30,85.34
02d,006,2022-12-31,40.3
02d,006,2023-01-31,16.56
02d,006,2023-02-28,43.67
02d,006,2023-03-31,14.35
02d,006,2023-04-30,52.52
02d,006,2023-05-31,7.67
02d,006,2023-06-30,41.46
02d,006,2023-07-31,25.08
02d,006,2023-08-31,19.31
02d,006,2023-09-30,29.56
02d,006,2023-10-31,6.46
02d,006,2023-11-30,159.85
02d,006,2023-12-31,68.58
02d,006,2024-01-31,8.65
02d,006,2024-02-29,32.84
02d,006,2024-03-31,26.51
02d,006,2024-04-30,9.76
02d,006,2024-05-31,38.9
02d,006,2024-06-30,15.23
02d,006,2024-07-31,10.74
02d,006,2024-08-31,19.81
02d,006,2024-09-30,24.12
02d,006,2024-10-31,12.82
02d,006,2024-11-30,20.34
02d,006,2024-12-31,19.46
02d,007,2022-01-31,220.19
02d,007,2022-02-28,119.91
02d,007,2022-03-31,196.44
02d,007,2022-04-30,143.26
02d,007,2022-05-31,226.32
02d,007,2022-06-30,60.81
02d,007,2022-07-31,92.85
02d,007,2022-08-31,105.02
02d,007,2022-09-30,279.72
02d,007,2022-10-31,76.71
02d,007,2022-11-30,135.09
02d,007,2022-12-31,166.21
02d,007,2023-01-31,43.71
02d,007,2023-02-28,38.34
02d,007,2023-03-31,279.12
02d,007,2023-04-30,31.23
02d,007,2023-05-31,35.92
02d,007,2023-06-30,21.45
02d,007,2023-07-31,79.45
02d,007,2023-08-31,203.88
02d,007,2023-09-30,88.93
02d,007,2023-10-31,315.65
02d,007,2023-11-30,80.11
02d,007,2023-12-31,121.29
02d,007,2024-01-31,182.68
02d,007,2024-02-29,135.28
02d,007,2024-03-31,93.22
02d,007,2024-04-30,127.89
02d,007,2024-05-31,75.29
02d,007,2024-06-30,67.05
02d,007,2024-07-31,56.82
02d,007,2024-08-31,40.66
02d,007,2024-09-30,260.1
02d,007,2024-10-31,86.88
02d,007,2024-11-30,407.3
02d,007,2024-12-31,166.8
02d,008,2022-01-31,501.99
02d,008,2022-02-28,333.08
02d,008,2022-03-31,299.21
02d,008,2022-04-30,357.13
02d,008,2022-05-31,356.53
02d,008,2022-06-30,396.31
02d,008,2022-07-31,107.42
02d,008,2022-08-31,490.84
02d,008,2022-09-30,138.9
02d,008,2022-10-31,698.62
02d,008,2022-11-30,88.54
02d,008,2022-12-31,139.51
02d,008,2023-01-31,223.41
02d,008,2023-02-28,264.86
02d,008,2023-03-31,232.61
02d,008,2023-04-30,349.81
02d,008,2023-05-31,176.12
02d,008,2023-06-30,160.27
02d,008,2023-07-31,247.92
02d,008,2023-08-31,172.4
02d,008,2023-09-30,62.53
02d,008,2023-10-31,852.41
02d,008,2023-11-30,673.9
02d,008,2023-12-31,309.21
02d,008,2024-01-31,561.28
02d,008,2024-02-29,410.06
02d,008,2024-03-31,433.47
02d,008,2024-04-30,121.57
02d,008,2024-05-31,494.48
02d,008,2024-06-30,68.58
02d,008,2024-07-31,217.67
02d,008,2024-08-31,40.54
02d,008,2024-09-30,334.18
02d,008,2024-10-31,394.35
02d,008,2024-11-30,389.55
02d,008,2024-12-31,183.7
02d,009,2022-01-31,31.33
02d,009,2022-02-28,9.7
02d,009,2022-03-31,23.75
02d,009,2022-04-30,19.48
02d,009,2022-05-31,34.58
02d,009,2022-06-30,15.88
02d,009,2022-07-31,3.01
02d,009,2022-08-31,14.91
02d,009,2022-09-30,23.44
02d,009,2022-10-31,55.5
02d,009,2022-11-30,18.88
02d,009,2022-12-31,34.04
02d,009,2023-01-31,16.31
02d,009,2023-02-28,8.73
02d,009,2023-03-31,20.28
02d,009,2023-04-30,31.41
02d,009,2023-05-31,26.21
02d,009,2023-06-30,9.0
02d,009,2023-07-31,18.73
02d,009,2023-08-31,40.36
02d,009,2023-09-30,18.65
02d,009,2023-10-31,11.3
02d,009,2023-11-30,8.98
02d,009,2023-12-31,16.75
02d,009,2024-01-31,35.49
02d,009,2024-02-29,12.77
02d,009,2024-03-31,23.46
02d,009,2024-04-30,13.95
02d,009,2024-05-31,30.93
02d,009,2024-06-30,27.61
02d,009,2024-07-31,9.21
02d,009,2024-08-31,30.25
02d,009,2024-09-30,12.99
02d,009,2024-10-31,33.24
02d,009,2024-11-30,7.41
02d,009,2024-12-31,26.14
02d,010,2022-01-31,39.58
02d,010,2022-02-28,23.28
02d,010,2022-03-31,26.64
02d,010,2022-04-30,56.94
02d,010,2022-05-31,18.92
02d,010,2022-06-30,4.82
02d,010,2022-07-31,11.65
02d,010,2022-08-31,71.29
02d,010,2022-09-30,49.16
02d,010,2022-10-31,81.6
02d,010,2022-11-30,90.4
02d,010,2022-12-31,53.46
02d,010,2023-01-31,23.22
02d,010,2023-02-28,6.69
02d,010,2023-03-31,79.35
02d,010,2023-04-30,10.11
02d,010,2023-05-31,14.83
02d,010,2023-06-30,6.55
02d,010,2023-07-31,6.37
02d,010,2023-08-31,28.88
02d,010,2023-09-30,15.52
02d,010,2023-10-31,39.73
02d,010,2023-11-30,38.4
02d,010,2023-12-31,22.58
02d,010,2024-01-31,17.86
02d,010,2024-02-29,33.44
02d,010,2024-03-31,34.46
02d,010,2024-04-30,25.02
02d,010,2024-05-31,6.69
02d,010,2024-06-30,25.24
02d,010,2024-07-31,13.5
02d,010,2024-08-31,12.93
02d,010,2024-09-30,8.34
02d,010,2024-10-31,26.01
02d,010,2024-11-30,30.66
02d,010,2024-12-31,46.28
02d,001,2022-01-31,593.29
02d,001,2022-02-28,597.19
02d,001,2022-03-31,1131.54
02d,001,2022-04-30,1379.32
02d,001,2022-05-31,637.45
02d,001,2022-06-30,383.3
02d,001,2022-07-31,113.46
02d,001,2022-08-31,212.41
02d,001,2022-09-30,631.26
02d,001,2022-10-31,524.87
02d,001,2022-11-30,1550.04
02d,001,2022-12-31,830.27
02d,001,2023-01-31,836.28
02d,001,2023-02-28,655.01
02d,001,2023-03-31,1219.05
02d,001,2023-04-30,334.94
02d,001,2023-05-31,1330.24
02d,001,2023-06-30,587.79
02d,001,2023-07-31,383.76
02d,001,2023-08-31,236.25
02d,001,2023-09-30,189.52
02d,001,2023-10-31,746.51
02d,001,2023-11-30,1028.13
02d,001,2023-12-31,317.42
02d,001,2024-01-31,276.9
02d,001,2024-02-29,379.44
02d,001,2024-03-31,768.77
02d,001,2024-04-30,352.41
02d,001,2024-05-31,747.62
02d,001,2024-06-30,273.59
02d,001,2024-07-31,611.9
02d,001,2024-08-31,559.6
02d,001,2024-09-30,362.83
02d,001,2024-10-31,1632.36
02d,001,2024-11-30,2954.78
02d,001,2024-12-31,521.54
02d,006,2022-01-31,69.2
02d,006,2022-02-28,24.54
02d,006,2022-03-31,61.03
02d,006,2022-04-30,22.57
02d,006,2022-05-31,54.32
02d,006,2022-06-30,25.14
02d,006,2022-07-31,22.05
02d,006,2022-08-31,59.42
02d,006,2022-09-30,35.03
02d,006,2022-10-31,49.8
02d,006,2022-11-30,103.53
02d,006,2022-12-31,54.42
02d,006,2023-01-31,31.56
02d,006,2023-02-28,68.0
02d,006,2023-03-31,98.87
02d,006,2023-04-30,96.66
02d,006,2023-05-31,28.37
02d,006,2023-06-30,63.93
02d,006,2023-07-31,12.1
02d,006,2023-08-31,59.67
02d,006,2023-09-30,92.15
02d,006,2023-10-31,165.85
02d,006,2023-11-30,129.49
02d,006,2023-12-31,67.46
02d,006,2024-01-31,28.07
02d,006,2024-02-29,81.65
02d,006,2024-03-31,28.5
02d,006,2024-04-30,33.23
02d,006,2024-05-31,75.74
02d,006,2024-06-30,85.39
02d,006,2024-07-31,67.5
02d,006,2024-08-31,34.97
02d,006,2024-09-30,21.74
02d,006,2024-10-31,115.49
02d,006,2024-11-30,110.79
02d,006,2024-12-31,25.35
02d,008,2022-01-31,232.31
02d,008,2022-02-28,899.38
02d,008,2022-03-31,518.51
02d,008,2022-04-30,605.85
02d,008,2022-05-31,216.19
02d,008,2022-06-30,215.53
02d,008,2022-07-31,185.13
02d,008,2022-08-31,157.25
02d,008,2022-09-30,799.72
02d,008,2022-10-31,378.9
02d,008,2022-11-30,917.39
02d,008,2022-12-31,1449.45
02d,008,2023-01-31,411.22
02d,008,2023-02-28,835.23
02d,008,2023-03-31,220.99
02d,008,2023-04-30,1269.75
02d,008,2023-05-31,305.1
02d,008,2023-06-30,495.32
02d,008,2023-07-31,298.38
02d,008,2023-08-31,645.83
02d,008,2023-09-30,326.43
02d,008,2023-10-31,247.17
02d,008,2023-11-30,408.23
02d,008,2023-12-31,1701.74
02d,008,2024-01-31,271.72
02d,008,2024-02-29,801.63
02d,008,2024-03-31,886.89
02d,008,2024-04-30,591.43
02d,008,2024-05-31,240.0
02d,008,2024-06-30,281.9
02d,008,2024-07-31,144.76
02d,008,2024-08-31,392.97
02d,008,2024-09-30,255.8
02d,008,2024-10-31,585.9
02d,008,2024-11-30,502.3
02d,008,2024-12-31,677.25
02d,009,2022-01-31,42.27
02d,009,2022-02-28,129.0
02d,009,2022-03-31,43.85
02d,009,2022-04-30,44.67
02d,009,2022-05-31,129.17
02d,009,2022-06-30,57.05
02d,009,2022-07-31,28.44
02d,009,2022-08-31,20.0
02d,009,2022-09-30,46.17
02d,009,2022-10-31,81.61
02d,009,2022-11-30,105.23
02d,009,2022-12-31,40.39
02d,009,2023-01-31,83.48
02d,009,2023-02-28,75.76
02d,009,2023-03-31,93.71
02d,009,2023-04-30,106.27
02d,009,2023-05-31,60.79
02d,009,2023-06-30,7.35
02d,009,2023-07-31,33.62
02d,009,2023-08-31,11.62
02d,009,2023-09-30,41.7
02d,009,2023-10-31,107.46
02d,009,2023-11-30,44.75
02d,009,2023-12-31,37.1
02d,009,2024-01-31,21.76
02d,009,2024-02-29,32.18
02d,009,2024-03-31,92.52
02d,009,2024-04-30,25.52
02d,009,2024-05-31,52.98
02d,009,2024-06-30,50.32
02d,009,2024-07-31,59.66
02d,009,2024-08-31,94.86
02d,009,2024-09-30,36.42
02d,009,2024-10-31,102.73
02d,009,2024-11-30,101.09
02d,009,2024-12-31,79.26
02d,010,2022-01-31,65.52
02d,010,2022-02-28,37.86
02d,010,2022-03-31,44.83
02d,010,2022-04-30,25.86
02d,010,2022-05-31,125.92
02d,010,2022-06-30,49.14
02d,010,2022-07-31,27.21
02d,010,2022-08-31,37.37
02d,010,2022-09-30,67.21
02d,010,2022-10-31,80.81
02d,010,2022-11-30,149.94
02d,010,2022-12-31,25.79
02d,010,2023-01-31,42.07
02d,010,2023-02-28,13.59
02d,010,2023-03-31,69.45
02d,010,2023-04-30,81.87
02d,010,2023-05-31,25.65
02d,010,2023-06-30,53.01
02d,010,2023-07-31,35.96
02d,010,2023-08-31,22.01
02d,010,2023-09-30,80.51
02d,010,2023-10-31,131.22
02d,010,2023-11-30,51.48
02d,010,2023-12-31,134.98
02d,010,2024-01-31,29.85
02d,010,2024-02-29,52.89
02d,010,2024-03-31,15.96
02d,010,2024-04-30,103.61
02d,010,2024-05-31,34.35
02d,010,2024-06-30,15.18
02d,010,2024-07-31,85.4
02d,010,2024-08-31,31.58
02d,010,2024-09-30,6.49
02d,010,2024-10-31,196.03
02d,010,2024-11-30,49.72
02d,010,2024-12-31,65.05
02d,001,2022-01-31,1377.77
02d,001,2022-02-28,603.84
02d,001,2022-03-31,1222.86
02d,001,2022-04-30,1858.72
02d,001,2022-05-31,2413.41
02d,001,2022-06-30,752.55
02d,001,2022-07-31,1405.71
02d,001,2022-08-31,639.88
02d,001,2022-09-30,492.42
02d,001,2022-10-31,2458.0
02d,001,2022-11-30,3094.57
02d,001,2022-12-31,574.23
02d,001,2023-01-31,1330.12
02d,001,2023-02-28,2501.71
02d,001,2023-03-31,2265.59
02d,001,2023-04-30,2714.18
02d,001,2023-05-31,820.16
02d,001,2023-06-30,1407.74
02d,001,2023-07-31,700.73
02d,001,2023-08-31,145.27
02d,001,2023-09-30,666.83
02d,001,2023-10-31,2893.65
02d,001,2023-11-30,3006.14
02d,001,2023-12-31,949.93
02d,001,2024-01-31,960.03
02d,001,2024-02-29,3250.53
02d,001,2024-03-31,623.25
02d,001,2024-04-30,840.85
02d,001,2024-05-31,1701.06
02d,001,2024-06-30,610.24
02d,001,2024-07-31,1646.06
02d,001,2024-08-31,201.34
02d,001,2024-09-30,551.52
02d,001,2024-10-31,2133.28
02d,001,2024-11-30,949.03
02d,001,2024-12-31,2056.41
02d,002,2022-01-31,4932.72
02d,002,2022-02-28,8718.83
02d,002,2022-03-31,2791.91
02d,002,2022-04-30,2608.17
02d,002,2022-05-31,16018.49
02d,002,2022-06-30,1297.7
02d,002,2022-07-31,3195.02
02d,002,2022-08-31,3784.77
02d,002,2022-09-30,3121.48
02d,002,2022-10-31,20013.98
02d,002,2022-11-30,6739.71
02d,002,2022-12-31,4433.56
02d,002,2023-01-31,3936.64
02d,002,2023-02-28,5497.01
02d,002,2023-03-31,21750.74
02d,002,2023-04-30,2253.76
02d,002,2023-05-31,5657.13
02d,002,2023-06-30,2201.54
02d,002,2023-07-31,5559.85
02d,002,2023-08-31,3687.88
02d,002,2023-09-30,7318.94
02d,002,2023-10-31,8923.75
02d,002,2023-11-30,6451.85
02d,002,2023-12-31,2059.5
02d,002,2024-01-31,3563.73
02d,002,2024-02-29,1903.91
02d,002,2024-03-31,6911.07
02d,002,2024-04-30,5635.5
02d,002,2024-05-31,6701.79
02d,002,2024-06-30,1088.74
02d,002,2024-07-31,6555.17
02d,002,2024-08-31,4265.21
02d,002,2024-09-30,4168.43
02d,002,2024-10-31,2224.51
02d,002,2024-11-30,1854.26
02d,002,2024-12-31,1404.76
02d,003,2022-01-31,261.87
02d,003,2022-02-28,332.06
02d,003,2022-03-31,383.13
02d,003,2022-04-30,844.07
02d,003,2022-05-31,257.07
02d,003,2022-06-30,220.39
02d,003,2022-07-31,108.32
02d,003,2022-08-31,473.14
02d,003,2022-09-30,116.5
02d,003,2022-10-31,309.93
02d,003,2022-11-30,465.12
02d,003,2022-12-31,326.23
02d,003,2023-01-31,341.17
02d,003,2023-02-28,732.16
02d,003,2023-03-31,314.56
02d,003,2023-04-30,525.95
02d,003,2023-05-31,688.76
02d,003,2023-06-30,575.07
02d,003,2023-07-31,121.54
02d,003,2023-08-31,521.62
02d,003,2023-09-30,488.71
02d,003,2023-10-31,246.41
02d,003,2023-11-30,1574.78
02d,003,2023-12-31,94.06
02d,003,2024-01-31,300.67
02d,003,2024-02-29,258.84
02d,003,2024-03-31,378.79
02d,003,2024-04-30,374.21
02d,003,2024-05-31,787.1
02d,003,2024-06-30,85.05
02d,003,2024-07-31,181.77
02d,003,2024-08-31,244.96
02d,003,2024-09-30,171.4
02d,003,2024-10-31,681.77
02d,003,2024-11-30,665.77
02d,003,2024-12-31,193.6
02d,004,2022-01-31,120.59
02d,004,2022-02-28,136.96
02d,004,2022-03-31,133.64
02d,004,2022-04-30,166.85
02d,004,2022-05-31,99.95
02d,004,2022-06-30,124.94
02d,004,2022-07-31,94.04
02d,004,2022-08-31,33.88
02d,004,2022-09-30,84.37
02d,004,2022-10-31,135.81
02d,004,2022-11-30,115.28
02d,004,2022-12-31,166.89
02d,004,2023-01-31,104.93
02d,004,2023-02-28,140.79
02d,004,2023-03-31,99.93
02d,004,2023-04-30,122.67
02d,004,2023-05-31,251.8
02d,004,2023-06-30,140.11
02d,004,2023-07-31,33.79
02d,004,2023-08-31,75.85
02d,004,2023-09-30,41.05
02d,004,2023-10-31,129.93
02d,004,2023-11-30,194.03
02d,004,2023-12-31,139.1
02d,004,2024-01-31,361.58
02d,004,2024-02-29,37.79
02d,004,2024-03-31,71.1
02d,004,2024-04-30,110.22
02d,004,2024-05-31,86.79
02d,004,2024-06-30,64.53
02d,004,2024-07-31,24.91
02d,004,2024-08-31,22.2
02d,004,2024-09-30,66.24
02d,004,2024-10-31,82.94
02d,004,2024-11-30,48.16
02d,004,2024-12-31,159.52
02d,005,2022-01-31,116.99
02d,005,2022-02-28,318.87
02d,005,2022-03-31,1291.66
02d,005,2022-04-30,951.42
02d,005,2022-05-31,632.21
02d,005,2022-06-30,444.09
02d,005,2022-07-31,296.11
02d,005,2022-08-31,486.0
02d,005,2022-09-30,267.16
02d,005,2022-10-31,628.01
02d,005,2022-11-30,953.42
02d,005,2022-12-31,247.0
02d,005,2023-01-31,349.16
02d,005,2023-02-28,435.74
02d,005,2023-03-31,330.46
02d,005,2023-04-30,304.52
02d,005,2023-05-31,455.18
02d,005,2023-06-30,193.03
02d,005,2023-07-31,277.86
02d,005,2023-08-31,216.96
02d,005,2023-09-30,594.63
02d,005,2023-10-31,208.42
02d,005,2023-11-30,384.1
02d,005,2023-12-31,612.22
02d,005,2024-01-31,1240.5
02d,005,2024-02-29,252.35
02d,005,2024-03-31,659.4
02d,005,2024-04-30,1512.92
02d,005,2024-05-31,584.2
02d,005,2024-06-30,466.87
02d,005,2024-07-31,304.3
02d,005,2024-08-31,401.62
02d,005,2024-09-30,203.97
02d,005,2024-10-31,266.9
02d,005,2024-11-30,1045.68
02d,005,2024-12-31,130.22
02d,006,2022-01-31,41.18
02d,006,2022-02-28,83.12
02d,006,2022-03-31,174.38
02d,006,2022-04-30,262.98
02d,006,2022-05-31,88.81
02d,006,2022-06-30,64.34
02d,006,2022-07-31,73.11
02d,006,2022-08-31,94.02
02d,006,2022-09-30,34.27
02d,006,2022-10-31,139.43
02d,006,2022-11-30,80.64
02d,006,2022-12-31,132.77
02d,006,2023-01-31,31.99
02d,006,2023-02-28,83.45
02d,006,2023-03-31,87.26
02d,006,2023-04-30,51.62
02d,006,2023-05-31,101.79
02d,006,2023-06-30,71.67
02d,006,2023-07-31,59.45
02d,006,2023-08-31,152.81
02d,006,2023-09-30,93.3
02d,006,2023-10-31,287.13
02d,006,2023-11-30,87.79
02d,006,2023-12-31,136.24
02d,006,2024-01-31,70.55
02d,006,2024-02-29,62.37
02d,006,2024-03-31,46.05
02d,006,2024-04-30,95.05
02d,006,2024-05-31,90.41
02d,006,2024-06-30,51.24
02d,006,2024-07-31,93.51
02d,006,2024-08-31,131.15
02d,006,2024-09-30,40.98
02d,006,2024-10-31,48.56
02d,006,2024-11-30,224.79
02d,006,2024-12-31,219.09
02d,007,2022-01-31,721.53
02d,007,2022-02-28,667.02
02d,007,2022-03-31,406.93
02d,007,2022-04-30,554.42
02d,007,2022-05-31,443.53
02d,007,2022-06-30,581.98
02d,007,2022-07-31,744.94
02d,007,2022-08-31,338.09
02d,007,2022-09-30,1123.73
02d,007,2022-10-31,336.84
02d,007,2022-11-30,432.78
02d,007,2022-12-31,482.25
02d,007,2023-01-31,268.95
02d,007,2023-02-28,206.77
02d,007,2023-03-31,299.07
02d,007,2023-04-30,620.87
02d,007,2023-05-31,245.0
02d,007,2023-06-30,497.03
02d,007,2023-07-31,205.74
02d,007,2023-08-31,854.43
02d,007,2023-09-30,742.38
02d,007,2023-10-31,1101.84
02d,007,2023-11-30,418.63
02d,007,2023-12-31,369.13
02d,007,2024-01-31,801.34
02d,007,2024-02-29,529.42
02d,007,2024-03-31,179.4
02d,007,2024-04-30,248.96
02d,007,2024-05-31,195.63
02d,007,2024-06-30,249.73
02d,007,2024-07-31,215.77
02d,007,2024-08-31,281.0
02d,007,2024-09-30,384.31
02d,007,2024-10-31,1247.81
02d,007,2024-11-30,235.18
02d,007,2024-12-31,641.32
02d,008,2022-01-31,1508.58
02d,008,2022-02-28,1091.55
02d,008,2022-03-31,1593.03
02d,008,2022-04-30,1962.48
02d,008,2022-05-31,933.63
02d,008,2022-06-30,346.2
02d,008,2022-07-31,1192.01
02d,008,2022-08-31,239.73
02d,008,2022-09-30,1332.87
02d,008,2022-10-31,2127.91
02d,008,2022-11-30,2053.14
02d,008,2022-12-31,483.39
02d,008,2023-01-31,450.21
02d,008,2023-02-28,2038.36
02d,008,2023-03-31,1478.15
02d,008,2023-04-30,1056.96
02d,008,2023-05-31,2978.29
02d,008,2023-06-30,1519.51
02d,008,2023-07-31,1010.16
02d,008,2023-08-31,593.47
02d,008,2023-09-30,763.69
02d,008,2023-10-31,1055.99
02d,008,2023-11-30,1491.51
02d,008,2023-12-31,1312.74
02d,008,2024-01-31,1372.43
02d,008,2024-02-29,381.46
02d,008,2024-03-31,1015.28
02d,008,2024-04-30,413.93
02d,008,2024-05-31,564.58
02d,008,2024-06-30,692.11
02d,008,2024-07-31,1134.93
02d,008,2024-08-31,514.84
02d,008,2024-09-30,1437.39
02d,008,2024-10-31,3301.41
02d,008,2024-11-30,2358.04
02d,008,2024-12-31,2020.6
02d,009,2022-01-31,114.07
02d,009,2022-02-28,95.1
02d,009,2022-03-31,89.95
02d,009,2022-04-30,240.48
02d,009,2022-05-31,26.51
02d,009,2022-06-30,102.56
02d,009,2022-07-31,22.52
02d,009,2022-08-31,105.22
02d,009,2022-09-30,67.73
02d,009,2022-10-31,74.05
02d,009,2022-11-30,132.35
02d,009,2022-12-31,76.84
02d,009,2023-01-31,142.63
02d,009,2023-02-28,48.27
02d,009,2023-03-31,97.24
02d,009,2023-04-30,65.39
02d,009,2023-05-31,32.31
02d,009,2023-06-30,32.41
02d,009,2023-07-31,71.68
02d,009,2023-08-31,105.42
02d,009,2023-09-30,69.5
02d,009,2023-10-31,64.45
02d,009,2023-11-30,215.75
02d,009,2023-12-31,19.3
02d,009,2024-01-31,291.37
02d,009,2024-02-29,93.67
02d,009,2024-03-31,110.68
02d,009,2024-04-30,141.61
02d,009,2024-05-31,99.45
02d,009,2024-06-30,98.41
02d,009,2024-07-31,66.02
02d,009,2024-08-31,97.71
02d,009,2024-09-30,89.56
02d,009,2024-10-31,106.71
02d,009,2024-11-30,251.31
02d,009,2024-12-31,191.67
02d,010,2022-01-31,58.08
02d,010,2022-02-28,251.26
02d,010,2022-03-31,93.69
02d,010,2022-04-30,163.72
02d,010,2022-05-31,97.83
02d,010,2022-06-30,188.63
02d,010,2022-07-31,88.15
02d,010,2022-08-31,126.52
02d,010,2022-09-30,74.79
02d,010,2022-10-31,263.21
02d,010,2022-11-30,196.89
02d,010,2022-12-31,174.88
02d,010,2023-01-31,168.41
02d,010,2023-02-28,85.08
02d,010,2023-03-31,193.24
02d,010,2023-04-30,81.58
02d,010,2023-05-31,105.57
02d,010,2023-06-30,73.65
02d,010,2023-07-31,47.14
02d,010,2023-08-31,83.14
02d,010,2023-09-30,116.66
02d,010,2023-10-31,266.22
02d,010,2023-11-30,130.99
02d,010,2023-12-31,78.71
02d,010,2024-01-31,62.36
02d,010,2024-02-29,63.83
02d,010,2024-03-31,122.04
02d,010,2024-04-30,22.75
02d,010,2024-05-31,114.47
02d,010,2024-06-30,103.14
02d,010,2024-07-31,81.82
02d,010,2024-08-31,45.78
02d,010,2024-09-30,54.04
02d,010,2024-10-31,182.27
02d,010,2024-11-30,56.63
02d,010,2024-12-31,78.73
02d,001,2022-01-31,477.81
02d,001,2022-02-28,528.32
02d,001,2022-03-31,707.12
02d,001,2022-04-30,857.34
02d,001,2022-05-31,700.82
02d,001,2022-06-30,411.05
02d,001,2022-07-31,569.38
02d,001,2022-08-31,111.2
02d,001,2022-09-30,610.96
02d,001,2022-10-31,1024.11
02d,001,2022-11-30,680.0
02d,001,2022-12-31,183.7
02d,001,2023-01-31,377.57
02d,001,2023-02-28,181.7
02d,001,2023-03-31,727.8
02d,001,2023-04-30,1226.0
02d,001,2023-05-31,1653.13
02d,001,2023-06-30,374.87
02d,001,2023-07-31,504.82
02d,001,2023-08-31,709.86
02d,001,2023-09-30,627.18
02d,001,2023-10-31,756.53
02d,001,2023-11-30,926.61
02d,001,2023-12-31,856.39
02d,001,2024-01-31,1104.88
02d,001,2024-02-29,582.56
02d,001,2024-03-31,379.21
02d,001,2024-04-30,572.9
02d,001,2024-05-31,445.26
02d,001,2024-06-30,353.31
02d,001,2024-07-31,162.57
02d,001,2024-08-31,237.91
02d,001,2024-09-30,155.94
02d,001,2024-10-31,960.99
02d,001,2024-11-30,1403.15
02d,001,2024-12-31,246.05
02d,002,2022-01-31,2239.72
02d,002,2022-02-28,1598.99
02d,002,2022-03-31,2249.7
02d,002,2022-04-30,2092.26
02d,002,2022-05-31,3266.09
02d,002,2022-06-30,1075.45
02d,002,2022-07-31,3520.57
02d,002,2022-08-31,1381.87
02d,002,2022-09-30,2807.81
02d,002,2022-10-31,1946.11
02d,002,2022-11-30,5219.25
02d,002,2022-12-31,1354.93
02d,002,2023-01-31,1516.56
