project_id,material_id,planned_qty,delivery_date
02d,010,99.5,2026-01-31
02d,010,34.62,2026-02-28
02d,010,21.48,2026-03-31
02d,010,50.03,2026-04-30
02d,010,67.74,2026-05-31
02d,010,17.59,2026-06-30
02d,010,84.85,2026-07-31
02d,010,17.7,2026-08-31
02d,001,51.59,2025-10-31
02d,001,9.99,2025-11-30
02d,001,81.53,2025-12-31
02d,001,101.9,2026-01-31
02d,001,47.02,2026-02-28
02d,001,21.85,2026-03-31
02d,001,41.27,2026-04-30
02d,001,63.14,2026-05-31
02d,001,69.49,2026-06-30
02d,001,22.5,2026-07-31
02d,001,105.0,2026-08-31
02d,002,102.97,2025-10-31
02d,002,96.53,2025-11-30
02d,002,28.3,2025-12-31
02d,002,44.02,2026-01-31
02d,002,65.31,2026-02-28
02d,002,49.51,2026-03-31
02d,002,51.83,2026-04-30
02d,002,36.58,2026-05-31
02d,002,50.76,2026-06-30
02d,002,26.47,2026-07-31
02d,002,74.27,2026-08-31
02d,003,47.15,2025-10-31
02d,003,39.2,2025-11-30
02d,003,91.11,2025-12-31
02d,003,54.46,2026-01-31
02d,003,35.62,2026-02-28
02d,003,54.27,2026-03-31
02d,003,72.13,2026-04-30
02d,003,72.68,2026-05-31
02d,003,46.18,2026-06-30
02d,003,63.19,2026-07-31
02d,003,70.97,2026-08-31
02d,004,84.2,2025-10-31
02d,004,75.48,2025-11-30
02d,004,48.1,2025-12-31
02d,004,13.46,2026-01-31
02d,004,14.38,2026-02-28
02d,004,14.31,2026-03-31
02d,004,91.8,2026-04-30
02d,004,40.62,2026-05-31
02d,004,64.14,2026-06-30
02d,004,13.64,2026-07-31
02d,004,26.97,2026-08-31
02d,005,30.6,2025-10-31
02d,005,56.22,2025-11-30
02d,005,72.24,2025-12-31
02d,005,96.44,2026-01-31
02d,005,66.23,2026-02-28
02d,005,77.48,2026-03-31
02d,005,79.45,2026-04-30
02d,005,57.99,2026-05-31
02d,005,37.8,2026-06-30
02d,005,110.44,2026-07-31
02d,005,25.48,2026-08-31
02d,006,9.68,2025-10-31
02d,006,10.44,2025-11-30
02d,006,42.62,2025-12-31
02d,006,79.89,2026-01-31
02d,006,86.87,2026-02-28
02d,006,34.15,2026-03-31
02d,006,12.05,2026-04-30
02d,006,21.54,2026-05-31
02d,006,55.67,2026-06-30
02d,006,39.55,2026-07-31
02d,006,16.9,2026-08-31
02d,007,33.61,2025-10-31
02d,007,69.82,2025-11-30
02d,007,63.63,2025-12-31
02d,007,33.43,2026-01-31
02d,007,46.71,2026-02-28
02d,007,67.26,2026-03-31
02d,007,57.29,2026-04-30
02d,007,70.69,2026-05-31
02d,007,60.91,2026-06-30
02d,007,100.88,2026-07-31
02d,007,15.47,2026-08-31
02d,008,110.34,2025-10-31
02d,008,37.69,2025-11-30
02d,008,65.18,2025-12-31
02d,008,82.26,2026-01-31
02d,008,40.94,2026-02-28
02d,008,37.79,2026-03-31
02d,008,60.0,2026-04-30
02d,008,101.74,2026-05-31
02d,008,11.95,2026-06-30
02d,008,98.03,2026-07-31
02d,008,46.14,2026-08-31
02d,009,36.61,2025-10-31
02d,009,16.03,2025-11-30
02d,009,76.59,2025-12-31
02d,009,77.42,2026-01-31
02d,009,17.95,2026-02-28
02d,009,111.85,2026-03-31
02d,009,32.26,2026-04-30
02d,009,33.32,2026-05-31
02d,009,31.24,2026-06-30
02d,009,101.45,2026-07-31
02d,009,89.46,2026-08-31
02d,010,99.62,2025-10-31
02d,010,41.23,2025-11-30
02d,010,73.57,2025-12-31
02d,010,25.93,2026-01-31
02d,010,108.57,2026-02-28
02d,010,34.43,2026-03-31
02d,010,11.35,2026-04-30
02d,010,62.8,2026-05-31
02d,010,46.28,2026-06-30
02d,010,67.78,2026-07-31
02d,010,10.39,2026-08-31
02d,001,16.95,2025-10-31
02d,001,27.67,2025-11-30
02d,001,26.11,2025-12-31
02d,001,14.27,2026-01-31
02d,001,42.1,2026-02-28
02d,001,18.31,2026-03-31
02d,001,67.85,2026-04-30
02d,001,74.71,2026-05-31
02d,001,38.43,2026-06-30
02d,001,30.87,2026-07-31
02d,001,31.21,2026-08-31
02d,002,47.35,2025-10-31
02d,002,16.78,2025-11-30
02d,002,76.23,2025-12-31
02d,002,53.59,2026-01-31
02d,002,64.05,2026-02-28
02d,002,46.52,2026-03-31
02d,002,83.42,2026-04-30
02d,002,86.98,2026-05-31
02d,002,34.77,2026-06-30
02d,002,40.75,2026-07-31
02d,002,61.47,2026-08-31
02d,003,32.29,2025-10-31
02d,003,35.09,2025-11-30
02d,003,13.32,2025-12-31
02d,003,62.86,2026-01-31
02d,003,37.22,2026-02-28
02d,003,57.45,2026-03-31
02d,003,37.72,2026-04-30
02d,003,91.81,2026-05-31
02d,003,86.02,2026-06-30
02d,003,72.24,2026-07-31
02d,003,89.04,2026-08-31
02d,004,65.43,2025-10-31
02d,004,55.85,2025-11-30
02d,004,59.09,2025-12-31
02d,004,50.53,2026-01-31
02d,004,37.1,2026-02-28
02d,004,11.72,2026-03-31
02d,004,77.61,2026-04-30
02d,004,37.14,2026-05-31
02d,004,27.64,2026-06-30
02d,004,42.07,2026-07-31
02d,004,80.85,2026-08-31
02d,005,60.26,2025-10-31
02d,005,60.84,2025-11-30
02d,005,91.88,2025-12-31
02d,005,86.94,2026-01-31
02d,005,60.96,2026-02-28
02d,005,89.1,2026-03-31
02d,005,75.5,2026-04-30
02d,005,18.99,2026-05-31
02d,005,41.84,2026-06-30
02d,005,24.95,2026-07-31
02d,005,33.44,2026-08-31
02d,006,17.19,2025-10-31
02d,006,30.32,2025-11-30
02d,006,36.35,2025-12-31
02d,006,28.96,2026-01-31
02d,006,39.4,2026-02-28
02d,006,15.18,2026-03-31
02d,006,19.14,2026-04-30
02d,006,37.87,2026-05-31
02d,006,14.4,2026-06-30
02d,006,99.86,2026-07-31
02d,006,43.11,2026-08-31
02d,007,24.8,2025-10-31
02d,007,50.24,2025-11-30
02d,007,55.12,2025-12-31
02d,007,80.92,2026-01-31
02d,007,62.13,2026-02-28
02d,007,83.5,2026-03-31
02d,007,38.3,2026-04-30
02d,007,29.52,2026-05-31
02d,007,12.83,2026-06-30
02d,007,59.09,2026-07-31
02d,007,112.18,2026-08-31
02d,008,28.47,2025-10-31
02d,008,73.97,2025-11-30
02d,008,14.35,2025-12-31
02d,008,13.67,2026-01-31
02d,008,22.73,2026-02-28
02d,008,88.56,2026-03-31
02d,008,47.35,2026-04-30
02d,008,89.49,2026-05-31
02d,008,68.54,2026-06-30
02d,008,104.41,2026-07-31
02d,008,82.32,2026-08-31
02d,009,81.12,2025-10-31
02d,009,93.98,2025-11-30
02d,009,69.79,2025-12-31
02d,009,99.7,2026-01-31
02d,009,45.3,2026-02-28
02d,009,51.82,2026-03-31
02d,009,32.43,2026-04-30
02d,009,23.11,2026-05-31
02d,009,40.35,2026-06-30
02d,009,33.91,2026-07-31
02d,009,13.9,2026-08-31
02d,010,20.75,2025-10-31
02d,010,65.06,2025-11-30
02d,010,75.72,2025-12-31
02d,010,44.86,2026-01-31
02d,010,29.2,2026-02-28
02d,010,68.62,2026-03-31
02d,010,35.99,2026-04-30
02d,010,51.45,2026-05-31
02d,010,71.33,2026-06-30
02d,010,75.93,2026-07-31
02d,010,43.37,2026-08-31
02d,001,21.13,2025-10-31
02d,001,84.63,2025-11-30
02d,001,39.41,2025-12-31
02d,001,54.08,2026-01-31
02d,001,11.5,2026-02-28
02d,001,26.14,2026-03-31
02d,001,21.82,2026-04-30
02d,001,23.6,2026-05-31
02d,001,110.34,2026-06-30
02d,001,13.04,2026-07-31
02d,001,28.84,2026-08-31
02d,002,68.13,2025-10-31
02d,002,12.1,2025-11-30
02d,002,66.62,2025-12-31
02d,002,92.65,2026-01-31
02d,002,67.39,2026-02-28
02d,002,81.31,2026-03-31
02d,002,43.31,2026-04-30
02d,002,32.62,2026-05-31
02d,002,60.22,2026-06-30
02d,002,9.28,2026-07-31
02d,002,66.09,2026-08-31
02d,003,9.33,2025-10-31
02d,003,58.26,2025-11-30
02d,003,101.88,2025-12-31
02d,003,57.82,2026-01-31
02d,003,40.33,2026-02-28
02d,003,39.31,2026-03-31
02d,003,54.12,2026-04-30
02d,003,39.72,2026-05-31
02d,003,21.99,2026-06-30
02d,003,28.66,2026-07-31
02d,003,91.42,2026-08-31
02d,004,11.77,2025-10-31
02d,004,59.54,2025-11-30
02d,004,44.75,2025-12-31
02d,004,90.37,2026-01-31
02d,004,84.13,2026-02-28
02d,004,38.47,2026-03-31
02d,004,13.75,2026-04-30
02d,004,88.34,2026-05-31
02d,004,10.36,2026-06-30
02d,004,26.34,2026-07-31
02d,004,90.96,2026-08-31
02d,005,47.92,2025-10-31
02d,005,14.84,2025-11-30
02d,005,84.6,2025-12-31
02d,005,66.64,2026-01-31
02d,005,79.68,2026-02-28
02d,005,30.93,2026-03-31
02d,005,21.67,2026-04-30
02d,005,47.94,2026-05-31
02d,005,58.59,2026-06-30
02d,005,99.08,2026-07-31
02d,005,95.03,2026-08-31
02d,006,27.87,2025-10-31
02d,006,54.23,2025-11-30
02d,006,70.21,2025-12-31
02d,006,89.4,2026-01-31
02d,006,71.76,2026-02-28
02d,006,17.28,2026-03-31
02d,006,16.53,2026-04-30
02d,006,56.59,2026-05-31
02d,006,83.63,2026-06-30
02d,006,60.85,2026-07-31
02d,006,64.5,2026-08-31
02d,007,63.84,2025-10-31
02d,007,31.59,2025-11-30
02d,007,81.44,2025-12-31
02d,007,53.0,2026-01-31
02d,007,48.44,2026-02-28
02d,007,42.46,2026-03-31
02d,007,34.88,2026-04-30
02d,007,22.6,2026-05-31
02d,007,92.14,2026-06-30
02d,007,35.01,2026-07-31
02d,007,22.32,2026-08-31
02d,008,26.23,2025-10-31
02d,008,36.59,2025-11-30
02d,008,16.06,2025-12-31
02d,008,59.29,2026-01-31
02d,008,34.63,2026-02-28
02d,008,97.15,2026-03-31
02d,008,75.75,2026-04-30
02d,008,30.23,2026-05-31
02d,008,45.85,2026-06-30
02d,008,17.55,2026-07-31
02d,008,13.33,2026-08-31
02d,009,49.38,2025-10-31
02d,009,89.04,2025-11-30
02d,009,55.47,2025-12-31
02d,009,92.53,2026-01-31
02d,009,95.62,2026-02-28
02d,009,24.02,2026-03-31
02d,009,100.09,2026-04-30
02d,009,38.27,2026-05-31
02d,009,82.39,2026-06-30
02d,009,27.65,2026-07-31
02d,009,35.99,2026-08-31
02d,010,64.36,2025-10-31
02d,010,23.09,2025-11-30
02d,010,36.27,2025-12-31
02d,010,35.03,2026-01-31
02d,010,28.46,2026-02-28
02d,010,49.73,2026-03-31
02d,010,94.38,2026-04-30
02d,010,105.55,2026-05-31
02d,010,77.24,2026-06-30
02d,010,14.73,2026-07-31
02d,010,12.68,2026-08-31
02d,001,14.9,2025-10-31
02d,001,28.35,2025-11-30
02d,001,103.47,2025-12-31
02d,001,85.27,2026-01-31
02d,001,89.64,2026-02-28
02d,001,24.71,2026-03-31
02d,001,69.96,2026-04-30
02d,001,54.31,2026-05-31
02d,001,50.27,2026-06-30
02d,001,33.7,2026-07-31
02d,001,44.36,2026-08-31
02d,002,20.56,2025-10-31
02d,002,63.28,2025-11-30
02d,002,53.73,2025-12-31
02d,002,85.05,2026-01-31
02d,002,78.76,2026-02-28
02d,002,69.64,2026-03-31
02d,002,54.19,2026-04-30
02d,002,14.97,2026-05-31
02d,002,12.49,2026-06-30
02d,002,81.23,2026-07-31
02d,002,60.83,2026-08-31
02d,003,77.55,2025-10-31
02d,003,73.81,2025-11-30
02d,003,106.17,2025-12-31
02d,003,31.3,2026-01-31
02d,003,18.18,2026-02-28
02d,003,68.71,2026-03-31
02d,003,32.42,2026-04-30
02d,003,86.03,2026-05-31
02d,003,10.64,2026-06-30
02d,003,70.58,2026-07-31
02d,003,34.94,2026-08-31
02d,004,85.5,2025-10-31
02d,004,72.77,2025-11-30
02d,004,63.99,2025-12-31
02d,004,97.14,2026-01-31
02d,004,70.48,2026-02-28
02d,004,75.3,2026-03-31
02d,004,91.49,2026-04-30
02d,004,70.61,2026-05-31
02d,004,52.95,2026-06-30
02d,004,64.64,2026-07-31
02d,004,22.47,2026-08-31
02d,005,13.64,2025-10-31
02d,005,91.57,2025-11-30
02d,005,71.59,2025-12-31
02d,005,98.87,2026-01-31
02d,005,79.52,2026-02-28
02d,005,71.35,2026-03-31
02d,005,86.94,2026-04-30
02d,005,14.86,2026-05-31
02d,005,88.41,2026-06-30
02d,005,84.64,2026-07-31
02d,005,43.36,2026-08-31
02d,006,48.18,2025-10-31
02d,006,116.01,2025-11-30
02d,006,72.67,2025-12-31
02d,006,55.71,2026-01-31
02d,006,30.41,2026-02-28
02d,006,82.54,2026-03-31
02d,006,108.89,2026-04-30
02d,006,16.58,2026-05-31
02d,006,11.7,2026-06-30
02d,006,58.65,2026-07-31
02d,006,19.93,2026-08-31
02d,007,17.33,2025-10-31
02d,007,91.7,2025-11-30
02d,007,99.96,2025-12-31
02d,007,28.1,2026-01-31
02d,007,16.65,2026-02-28
02d,007,18.47,2026-03-31
02d,007,103.79,2026-04-30
02d,007,49.9,2026-05-31
02d,007,22.45,2026-06-30
02d,007,56.27,2026-07-31
02d,007,18.97,2026-08-31
02d,008,70.74,2025-10-31
02d,008,89.97,2025-11-30
02d,008,73.5,2025-12-31
02d,008,72.45,2026-01-31
02d,008,46.55,2026-02-28
02d,008,61.18,2026-03-31
02d,008,87.68,2026-04-30
02d,008,61.24,2026-05-31
02d,008,10.09,2026-06-30
02d,008,54.31,2026-07-31
02d,008,13.66,2026-08-31
02d,009,87.59,2025-10-31
02d,009,82.42,2025-11-30
02d,009,55.48,2025-12-31
02d,009,98.37,2026-01-31
02d,009,78.52,2026-02-28
02d,009,67.74,2026-03-31
02d,009,72.48,2026-04-30
02d,009,76.62,2026-05-31
02d,009,70.87,2026-06-30
02d,009,97.35,2026-07-31
02d,009,55.79,2026-08-31
02d,010,83.03,2025-10-31
02d,010,82.44,2025-11-30
02d,010,94.0,2025-12-31
02d,010,43.19,2026-01-31
02d,010,94.98,2026-02-28
02d,010,56.14,2026-03-31
02d,010,25.73,2026-04-30
02d,010,42.33,2026-05-31
02d,010,94.77,2026-06-30
02d,010,61.39,2026-07-31
02d,010,94.52,2026-08-31
02d,001,44.07,2025-10-31
02d,001,23.59,2025-11-30
02d,001,54.51,2025-12-31
02d,001,47.4,2026-01-31
02d,001,111.29,2026-02-28
02d,001,107.12,2026-03-31
02d,001,79.64,2026-04-30
02d,001,9.95,2026-05-31
02d,001,85.98,2026-06-30
02d,001,64.49,2026-07-31
02d,001,76.39,2026-08-31
02d,002,102.06,2025-10-31
02d,002,55.74,2025-11-30
02d,002,24.16,2025-12-31
02d,002,91.77,2026-01-31
02d,002,91.65,2026-02-28
02d,002,112.83,2026-03-31
02d,002,53.03,2026-04-30
02d,002,65.14,2026-05-31
02d,002,39.87,2026-06-30
02d,002,20.07,2026-07-31
02d,002,88.86,2026-08-31
02d,003,52.14,2025-10-31
02d,003,28.55,2025-11-30
02d,003,103.71,2025-12-31
02d,003,10.5,2026-01-31
02d,003,87.97,2026-02-28
02d,003,81.1,2026-03-31
02d,003,27.59,2026-04-30
02d,003,85.66,2026-05-31
02d,003,29.66,2026-06-30
02d,003,79.19,2026-07-31
02d,003,69.29,2026-08-31
02d,004,21.45,2025-10-31
02d,004,98.56,2025-11-30
02d,004,97.81,2025-12-31
02d,004,11.53,2026-01-31
02d,004,85.48,2026-02-28
02d,004,63.37,2026-03-31
02d,004,61.14,2026-04-30
02d,004,47.51,2026-05-31
02d,004,100.05,2026-06-30
02d,004,78.28,2026-07-31
02d,004,69.91,2026-08-31
02d,005,77.72,2025-10-31
02d,005,93.56,2025-11-30
02d,005,78.14,2025-12-31
02d,005,103.19,2026-01-31
02d,005,30.49,2026-02-28
02d,005,89.48,2026-03-31
02d,005,98.31,2026-04-30
02d,005,74.54,2026-05-31
02d,005,79.41,2026-06-30
02d,005,44.13,2026-07-31
02d,005,63.37,2026-08-31
02d,006,59.56,2025-10-31
02d,006,78.35,2025-11-30
02d,006,50.47,2025-12-31
02d,006,21.08,2026-01-31
02d,006,77.89,2026-02-28
02d,006,86.18,2026-03-31
02d,006,36.96,2026-04-30
02d,006,34.54,2026-05-31
02d,006,112.48,2026-06-30
02d,006,85.06,2026-07-31
02d,006,34.7,2026-08-31
02d,007,84.82,2025-10-31
02d,007,83.49,2025-11-30
02d,007,17.68,2025-12-31
02d,007,41.02,2026-01-31
02d,007,22.05,2026-02-28
02d,007,17.04,2026-03-31
02d,007,11.26,2026-04-30
02d,007,74.51,2026-05-31
02d,007,73.16,2026-06-30
02d,007,50.35,2026-07-31
02d,007,46.03,2026-08-31
02d,008,21.91,2025-10-31
02d,008,70.51,2025-11-30
02d,008,75.66,2025-12-31
02d,008,26.98,2026-01-31
02d,008,18.76,2026-02-28
02d,008,57.03,2026-03-31
02d,008,22.92,2026-04-30
02d,008,15.03,2026-05-31
02d,008,96.27,2026-06-30
02d,008,19.65,2026-07-31
02d,008,24.88,2026-08-31
02d,009,83.87,2025-10-31
02d,009,78.1,2025-11-30
02d,009,94.32,2025-12-31
02d,009,42.1,2026-01-31
02d,009,90.88,2026-02-28
02d,009,73.47,2026-03-31
02d,009,88.24,2026-04-30
02d,009,91.11,2026-05-31
02d,009,22.3,2026-06-30
02d,009,29.06,2026-07-31
02d,009,59.78,2026-08-31
02d,010,40.19,2025-10-31
02d,010,29.18,2025-11-30
02d,010,26.44,2025-12-31
02d,010,33.82,2026-01-31
02d,010,17.42,2026-02-28
02d,010,75.06,2026-03-31
02d,010,30.22,2026-04-30
02d,010,71.98,2026-05-31
02d,010,19.25,2026-06-30
02d,010,34.55,2026-07-31
02d,010,50.07,2026-08-31
02d,001,30.01,2025-10-31
02d,001,40.92,2025-11-30
02d,001,22.68,2025-12-31
02d,001,47.79,2026-01-31
02d,001,94.71,2026-02-28
02d,001,35.73,2026-03-31
02d,001,76.86,2026-04-30
02d,001,31.11,2026-05-31
02d,001,16.12,2026-06-30
02d,001,39.23,2026-07-31
02d,001,24.95,2026-08-31
02d,002,37.47,2025-10-31
02d,002,69.85,2025-11-30
02d,002,68.9,2025-12-31
02d,002,74.27,2026-01-31
02d,002,65.03,2026-02-28
02d,002,69.35,2026-03-31
02d,002,30.57,2026-04-30
02d,002,75.07,2026-05-31
02d,002,98.44,2026-06-30
02d,002,39.45,2026-07-31
02d,002,82.06,2026-08-31
02d,003,59.99,2025-10-31
02d,003,11.52,2025-11-30
02d,003,62.07,2025-12-31
02d,003,26.99,2026-01-31
02d,003,89.91,2026-02-28
02d,003,67.32,2026-03-31
02d,003,68.33,2026-04-30
02d,003,36.93,2026-05-31
02d,003,38.34,2026-06-30
02d,003,69.28,2026-07-31
02d,003,44.63,2026-08-31
02d,004,33.99,2025-10-31
02d,004,16.9,2025-11-30
02d,004,53.54,2025-12-31
02d,004,74.73,2026-01-31
02d,004,68.69,2026-02-28
02d,004,9.61,2026-03-31
02d,004,69.24,2026-04-30
02d,004,51.97,2026-05-31
02d,004,67.63,2026-06-30
02d,004,23.82,2026-07-31
02d,004,68.54,2026-08-31
02d,005,56.92,2025-10-31
02d,005,36.98,2025-11-30
02d,005,35.76,2025-12-31
02d,005,40.24,2026-01-31
02d,005,79.65,2026-02-28
02d,005,61.04,2026-03-31
02d,005,84.25,2026-04-30
02d,005,47.44,2026-05-31
02d,005,37.88,2026-06-30
02d,005,53.04,2026-07-31
02d,005,90.91,2026-08-31
02d,006,43.81,2025-10-31
02d,006,50.34,2025-11-30
02d,006,46.5,2025-12-31
02d,006,26.61,2026-01-31
02d,006,9.45,2026-02-28
02d,006,50.12,2026-03-31
02d,006,52.0,2026-04-30
02d,006,83.15,2026-05-31
02d,006,45.41,2026-06-30
02d,006,38.46,2026-07-31
02d,006,44.31,2026-08-31
02d,007,23.01,2025-10-31
02d,007,78.4,2025-11-30
02d,007,81.22,2025-12-31
02d,007,14.91,2026-01-31
02d,007,37.08,2026-02-28
02d,007,113.49,2026-03-31
02d,007,21.18,2026-04-30
02d,007,61.08,2026-05-31
02d,007,41.5,2026-06-30
02d,007,70.24,2026-07-31
02d,007,78.81,2026-08-31
02d,008,23.19,2025-10-31
02d,008,63.12,2025-11-30
02d,008,45.83,2025-12-31
02d,008,81.43,2026-01-31
02d,008,70.24,2026-02-28
02d,008,18.8,2026-03-31
02d,008,69.7,2026-04-30
02d,008,63.36,2026-05-31
02d,008,22.24,2026-06-30
02d,008,55.95,2026-07-31
02d,008,80.61,2026-08-31
02d,009,91.43,2025-10-31
02d,009,21.57,2025-11-30
02d,009,89.28,2025-12-31
02d,009,37.37,2026-01-31
02d,009,88.91,2026-02-28
02d,009,74.51,2026-03-31
02d,009,87.5,2026-04-30
02d,009,100.82,2026-05-31
02d,009,90.92,2026-06-30
02d,009,18.45,2026-07-31
02d,009,9.59,2026-08-31
02d,010,32.64,2025-10-31
02d,010,84.28,2025-11-30
02d,010,83.0,2025-12-31
02d,010,69.06,2026-01-31
02d,010,83.1,2026-02-28
02d,010,23.51,2026-03-31
02d,010,23.04,2026-04-30
02d,010,68.68,2026-05-31
02d,010,85.79,2026-06-30
02d,010,34.21,2026-07-31
02d,010,66.6,2026-08-31
02d,001,50.84,2025-10-31
02d,001,17.62,2025-11-30
02d,001,68.94,2025-12-31
02d,001,24.33,2026-01-31
02d,001,74.83,2026-02-28
02d,001,36.7,2026-03-31
02d,001,11.58,2026-04-30
02d,001,39.53,2026-05-31
02d,001,58.35,2026-06-30
02d,001,76.27,2026-07-31
02d,001,58.07,2026-08-31
02d,002,89.25,2025-10-31
02d,002,63.76,2025-11-30
02d,002,15.42,2025-12-31
02d,002,65.92,2026-01-31
02d,002,75.76,2026-02-28
02d,002,36.95,2026-03-31
02d,002,31.1,2026-04-30
02d,002,54.44,2026-05-31
02d,002,42.12,2026-06-30
02d,002,10.13,2026-07-31
02d,002,66.52,2026-08-31
02d,003,54.36,2025-10-31
02d,003,39.68,2025-11-30
02d,003,30.55,2025-12-31
02d,003,89.76,2026-01-31
02d,003,82.93,2026-02-28
02d,003,26.24,2026-03-31
02d,003,78.79,2026-04-30
02d,003,43.07,2026-05-31
02d,003,40.09,2026-06-30
02d,003,30.82,2026-07-31
02d,003,63.2,2026-08-31
02d,004,19.31,2025-10-31
02d,004,72.27,2025-11-30
02d,004,50.06,2025-12-31
02d,004,43.08,2026-01-31
02d,004,31.97,2026-02-28
02d,004,30.43,2026-03-31
02d,004,40.43,2026-04-30
02d,004,50.98,2026-05-31
02d,004,58.06,2026-06-30
02d,004,30.51,2026-07-31
02d,004,61.24,2026-08-31
02d,005,40.85,2025-10-31
02d,005,47.77,2025-11-30
02d,005,88.98,2025-12-31
02d,005,27.53,2026-01-31
02d,005,108.56,2026-02-28
02d,005,61.56,2026-03-31
02d,005,26.18,2026-04-30
02d,005,76.18,2026-05-31
02d,005,40.22,2026-06-30
02d,005,84.87,2026-07-31
02d,005,40.72,2026-08-31
02d,006,27.44,2025-10-31
02d,006,34.78,2025-11-30
02d,006,88.03,2025-12-31
02d,006,51.94,2026-01-31
02d,006,40.71,2026-02-28
02d,006,98.52,2026-03-31
02d,006,54.31,2026-04-30
02d,006,80.26,2026-05-31
02d,006,25.16,2026-06-30
02d,006,76.71,2026-07-31
02d,006,50.1,2026-08-31
02d,007,65.57,2025-10-31
02d,007,34.02,2025-11-30
02d,007,98.86,2025-12-31
02d,007,13.38,2026-01-31
02d,007,77.75,2026-02-28
02d,007,65.4,2026-03-31
02d,007,16.99,2026-04-30
02d,007,42.8,2026-05-31
02d,007,82.83,2026-06-30
02d,007,49.33,2026-07-31
02d,007,31.22,2026-08-31
02d,008,80.75,2025-10-31
02d,008,9.94,2025-11-30
02d,008,22.1,2025-12-31
02d,008,89.89,2026-01-31
02d,008,86.55,2026-02-28
02d,008,61.8,2026-03-31
02d,008,97.09,2026-04-30
02d,008,78.94,2026-05-31
02d,008,69.65,2026-06-30
02d,008,43.75,2026-07-31
02d,008,92.57,2026-08-31
02d,009,84.29,2025-10-31
02d,009,56.03,2025-11-30
02d,009,78.57,2025-12-31
02d,009,81.18,2026-01-31
02d,009,70.08,2026-02-28
02d,009,75.35,2026-03-31
02d,009,39.41,2026-04-30
02d,009,54.01,2026-05-31
02d,009,20.76,2026-06-30
02d,009,32.81,2026-07-31
02d,009,64.38,2026-08-31
02d,010,36.71,2025-10-31
02d,010,8.86,2025-11-30
02d,010,29.97,2025-12-31
02d,010,68.14,2026-01-31
02d,010,64.4,2026-02-28
02d,010,74.28,2026-03-31
02d,010,62.9,2026-04-30
02d,010,36.75,2026-05-31
02d,010,113.86,2026-06-30
02d,010,67.71,2026-07-31
02d,010,11.92,2026-08-31
02d,001,54.43,2025-10-31
02d,001,26.26,2025-11-30
02d,001,95.84,2025-12-31
02d,001,17.24,2026-01-31
02d,001,101.04,2026-02-28
02d,001,100.43,2026-03-31
02d,001,62.29,2026-04-30
02d,001,47.41,2026-05-31
02d,001,52.49,2026-06-30
02d,001,28.69,2026-07-31
02d,001,76.92,2026-08-31
02d,002,64.68,2025-10-31
02d,002,55.57,2025-11-30
02d,002,26.84,2025-12-31
02d,002,22.67,2026-01-31
02d,002,40.55,2026-02-28
02d,002,47.17,2026-03-31
02d,002,77.15,2026-04-30
02d,002,111.55,2026-05-31
02d,002,99.12,2026-06-30
02d,002,95.44,2026-07-31
02d,002,98.3,2026-08-31
02d,003,59.73,2025-10-31
02d,003,57.87,2025-11-30
02d,003,97.57,2025-12-31
02d,003,69.46,2026-01-31
02d,003,23.89,2026-02-28
02d,003,19.08,2026-03-31
02d,003,43.73,2026-04-30
02d,003,28.93,2026-05-31
02d,003,35.24,2026-06-30
02d,003,111.19,2026-07-31
02d,003,74.24,2026-08-31
02d,004,107.76,2025-10-31
02d,004,48.12,2025-11-30
02d,004,66.88,2025-12-31
02d,004,43.46,2026-01-31
02d,004,44.31,2026-02-28
02d,004,56.17,2026-03-31
02d,004,96.48,2026-04-30
02d,004,73.3,2026-05-31
02d,004,79.61,2026-06-30
02d,004,75.64,2026-07-31
02d,004,107.29,2026-08-31
02d,005,98.22,2025-10-31
02d,005,54.21,2025-11-30
02d,005,59.54,2025-12-31
02d,005,68.65,2026-01-31
02d,005,33.36,2026-02-28
02d,005,76.15,2026-03-31
02d,005,58.05,2026-04-30
02d,005,43.03,2026-05-31
02d,005,22.88,2026-06-30
02d,005,13.92,2026-07-31
02d,005,106.94,2026-08-31
02d,006,91.39,2025-10-31
02d,006,94.64,2025-11-30
02d,006,28.03,2025-12-31
02d,006,49.45,2026-01-31
02d,006,43.81,2026-02-28
02d,006,15.36,2026-03-31
02d,006,54.76,2026-04-30
02d,006,58.77,2026-05-31
02d,006,67.49,2026-06-30
02d,006,35.32,2026-07-31
02d,006,25.25,2026-08-31
02d,007,42.39,2025-10-31
02d,007,84.74,2025-11-30
02d,007,62.56,2025-12-31
02d,007,65.19,2026-01-31
02d,007,20.13,2026-02-28
02d,007,85.03,2026-03-31
02d,007,90.23,2026-04-30
02d,007,80.24,2026-05-31
02d,007,63.93,2026-06-30
02d,007,51.64,2026-07-31
02d,007,58.7,2026-08-31
02d,008,38.32,2025-10-31
02d,008,21.93,2025-11-30
02d,008,38.25,2025-12-31
02d,008,74.39,2026-01-31
02d,008,90.13,2026-02-28
02d,008,96.97,2026-03-31
02d,008,80.77,2026-04-30
02d,008,81.29,2026-05-31
02d,008,54.79,2026-06-30
02d,008,37.64,2026-07-31
02d,008,55.02,2026-08-31
02d,009,13.47,2025-10-31
02d,009,11.72,2025-11-30
02d,009,57.15,2025-12-31
02d,009,81.79,2026-01-31
02d,009,95.82,2026-02-28
02d,009,105.09,2026-03-31
02d,009,63.52,2026-04-30
